mcc_code	mcc_label	factual_category_id
7296	Clothing Rental – Costumes, Formal Wear, Uniforms	142
7297	Massage Parlors	282
7298	Health And Beauty Shops	128
7299	Miscellaneous Personal Services ( Not Elsewhere Classifies)	277
7311	Advertising Services	193
7321	Consumer Credit Reporting Agencies	219
7332	Blueprinting And Photocopying Services	288
7333	Commercial Photography, Art And Graphics	449
7338	Quick Copy, Reproduction And Blueprinting Services	288
7339	Stenographic And Secretarial Support Services	177
7342	Exterminating And Disinfecting Services	289
7349	Cleaning And Maintenance, Janitorial Services	289
7361	Employment Agencies, Temporary Help Services	212
7372	Computer Programming, Integrated Systems Design And Data Processing Services	209
7375	Information Retrieval Services	189
7379	Computer Maintenance And Repair Services, Not Elsewhere Classified	209
7392	Management, Consulting, And Public Relations Services	274
7393	Protective And Security Services – Including Armored Carsand Guard Dogs	188
7394	Equipment Rental And Leasing Services, Tool Rental, Furniture Rental, And Appliance Rental	216
7395	Photofinishing Laboratories, Photo Developing	449
7399	Business Services, Not Elsewhere Classified	177
7511	Truck Stop	459
7512	Car Rental Companies ( Not Listed Below)	421
7513	Truck And Utility Trailer Rentals	216
7519	Motor Home And Recreational Vehicle Rentals	255
7523	Automobile Parking Lots And Garages	418
7531	Automotive Body Repair Shops	9
7534	Tire Re-treading And Repair Shops	12
7535	Paint Shops – Automotive	9
7538	Automotive Service Shops	9
7542	Car Washes	7
7549	Towing Services	19
7622	Radio Repair Shops	302
7623	Air Conditioning And Refrigeration Repair Shops	302
7629	Electrical And Small Appliance Repair Shops	302
7631	Watch, Clock, And Jewelry Repair	144
7641	Furniture, Furniture Repair, And Furniture Refinishing	302
7692	Welding Repair	302
7699	Repair Shops And Related Services –miscellaneous	302
7829	Motion Pictures And Video Tape Production And Distribution	214
7832	Motion Picture Theaters	332
7841	Video Tape Rental Stores	162
7911	Dance Halls, Studios And Schools	326
7922	Theatrical Producers (except Motion Pictures), Ticket Agencies	214
7929	Bands, Orchestras, And Miscellaneous Entertainers (not Elsewhere Classified)	214
7932	Billiard And Pool Establishments	320
7933	Bowling Alleys	322
7941	Commercial Sports, Athletic Fields, Professional Sport Clubs, And Sport Promoters	373
7991	Tourist Attractions And Exhibits	439
7992	Golf Courses – Public	451
7993	Video Amusement Game Supplies	136
7994	Video Game Arcades/establishments	136
7995	Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting And Wagers)	214
7996	Amusement Parks, Carnivals, Circuses, Fortune Tellers	319
7997	Membership Clubs (sports, Recreation, Athletic), Country Clubs, And Private Golf Courses	405
7998	Aquariums, Sea-aquariums, Dolphinariums	371
7999	Recreation Services (not Elsewhere Classified)	214
8011	Doctors And Physicians (not Elsewhere Classified)	83
8021	Dentists And Orthodontists	69
8031	Osteopaths	83
8041	Chiropractors	68
8042	Optometrists And Ophthalmologists	159
8043	Opticians, Opticians Goods And Eyeglasses	159
8044	Opticians, Optical Goods, And Eyeglasses (no Longer Validfor First Presentments)	159
8049	Podiatrists And Chiropodists	104
8050	Nursing And Personal Care Facilities	66
8062	Hospitals	74
8071	Medical And Dental Laboratories	75
8099	Medical Services And Health Practitioners (not Elsewhere Classified)	62
8111	Legal Services And Attorneys	269
8211	Elementary And Secondary Schools	34
8220	Colleges, Junior Colleges, Universities, And Professionalschools	29
8241	Correspondence Schools	26
8244	Business And Secretarial Schools	26
8249	Vocational Schools And Trade Schools	36
8299	Schools And Educational Services ( Not Elsewhere Classified)	26
8351	Child Care Services	23
8398	Charitable And Social Service Organizations	48
8641	Civic, Fraternal, And Social Associations	47
8651	Political Organizations	47
8661	Religious Organizations	53
8675	Automobile Associations	47
8699	Membership Organizations ( Not Elsewhere Classified)	47
8734	Testing Laboratories ( Non-medical)	187
8911	Architectural – Engineering And Surveying Services	236
8931	Accounting, Auditing, And Bookkeeping Services	220
8999	Professional Services ( Not Elsewhere Defined)	177
9211	Court Costs, Including Alimony And Child Support	269
9222	Fines	269
9223	Bail And Bond Payments	269
9311	Tax Payments	219
9399	Government Services ( Not Elsewhere Classified)	20
9402	Postal Services – Government Only	51
9405	Intra – Government Transactions	37
9700	Automated Referral Service ( For Visa Only)	177
9701	Visa Credential Service ( For Visa Only)	177
9702	Gcas Emergency Services ( For Visa Only)	177
9950	Intra – Company Purchases ( For Visa Only)	177
